ResponseId	Resp_age	Relationship_lenght_month	Cohabitation_lenght_month	Long_term_relationship_yes_no	Grew_up_with_biol_and_nonbiol_yes_no	Grew_up_with_only_one_nonbiol	Biol_in_one_household_after_divorce_yes_no	Biol_in_one_household_after_divorce_yes_no_lenth	Resp_occupation	Resp_sexual_orientation	Grew_up_from_biol	Grew_up_till_biol	Biol_residence	Biol_education	Biol_religion	Biol_policy	Biol_wealth	Biol_profession	Biol_height	Biol_weight	Biol_attractiveness	Biol_masculinity	Biol_eye_colour	Biol_eye_colour_dark_light	Biol_hair_colour	Biol_hair_colour_natural_yes_no	Biol_hair_colour_natural	Biol_facial_masculinity	Biol_beard	Biol_muscularity	Biol_BMI	Biol_relative_height	Biol_body_hair	Biol_Extraversion	Biol_Agreebleness	Biol_Conscientiousness	Biol_Emotional_stability	Biol_Oppeness	Biol_IPIP	Biol_EMBU_rejection	Biol_EMBU_emotional_warmth	Biol_EMBU_overprotection	Nonbiol_EMBU_rejection	Nonbiol_EMBU_emotional_warmth	Nonbiol_EMBU_overprotection	Biol_relationship_quality	Mother_relationship_quality	Part_residence	Part_education	Part_religion	Part_policy	Part_wealth	Part_occupation	Part_profession	Part_height	Part_weight	Part_attractiveness	Part_masculinity	Part_eye_colour	Part_eye_colour_dark_light	Part_hair_colour	Part_hair_colour_natural_yes_no	Part_hair_colour_natural	Part_facial_masculinity	Part_beard	Part_muscularity	Part_BMI	Part_relative_height	Part_body_hair	Part_Extraversion	Part_Agreebleness	Part_Conscientiousness	Part_Emotional_stability	Part_Oppeness	Part_IPIP		Remember_biol_yes_no	Grew_up_from_biol	Grew_up_till_biol	Meeting_biol_after_divorce	Remember_nonbiol_yes_no	Grew_up_from_nonbiol	Grew_up_till_nonbiol	Who_is_considered_as_father_biol_nonbiol	Nonbiol_residence	Nonbiol_education	Nonbiol_religion	Nonbiol_policy	Nonbiol_wealth	Nonbiol_profession	Nonbiol_height	Nonbiol_weight	Nonbiol_attractiveness	Nonbiol_masculinity	Nonbiol_eye_colour	Nonbiol_eye_colour_dark_light	Nonbiol_hair_colour	Nonbiol_hair_colour_natural_yes_no	Nonbiol_hair_colour_natural	Nonbiol_facial_masculinity	Nonbiol_beard	Nonbiol_muscularity	Nonbiol_BMI	Nonbiol_relative_height	Nonbiol_body_hair	Nonbiol_Extraversion	Nonbiol_Agreebleness	Nonbiol_Conscientiousness	Nonbiol_Emotional_stability	Nonbiol_Oppeness	Nonbiol_IPIP	Mother_relationship_quality	Biol_relationship_quality_before_divorce	Biol_relationship_quality_after_divorce	Nonbiol_relationship_quality
R_6JeYJeSeryXxwLH	29	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_54Pge0H9prfXc6p	24	NA	NA	1	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9XlambIdfoDGvGJ	20	NA	NA	2	NA	NA	NA	NA	3	2	0	16	8	2	1	9	4	4	185	95	6	5	2	1	2	1	NA	2	2	5	2	2	3	6	5	5	2	11	50	9	9	17	NA	NA	NA	8	20	7	3	5	9	3	2	1	185	89	2	2	4	2	5	1	NA	4	1	3	2	2	1	13	12	12	10	13	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9n69nnbmgqMlIqx	24	NA	NA	1	1	1	2	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	6	9	11	6	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2	NA	NA	8	1	4	15	4	1	7	7	5	2	3	180	85	3	5	2	1	2	1	NA	3	1	3	5	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bdSWmEUlDzN5hK5	28	67	65	1	NA	NA	NA	NA	4	2	0	19	8	2	5	6	3	5	174	67	5	5	5	2	2	1	NA	2	1	5	2	4	5	13	7	11	7	6	71	14	13	20	NA	NA	NA	12	16	8	6	5	6	2	3	5	174	72	6	3	4	2	2	1	NA	4	2	3	3	3	3	14	14	14	14	11	22		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5axcKY9d9fzYy69	40	240	228	1	NA	NA	NA	NA	2	1	0	20	2	3	6	6	3	4	182	75	5	5	3	1	2	1	NA	1	3	6	3	3	5	12	7	13	8	7	58	17	9	25	NA	NA	NA	11	7	8	3	1	5	2	2	3	172	65	3	5	4	2	6	1	NA	1	1	4	3	4	2	12	10	11	13	6	30		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_38m9CIqQ108Oprn	26	6	0	1	NA	NA	NA	NA	3	1	0	26	1	3	7	9	3	5	170	100	4	6	4	1	1	1	NA	5	4	3	5	4	3	12	8	8	7	10	24	11	13	15	NA	NA	NA	14	20	1	3	7	9	3	2	5	180	80	7	6	2	1	2	1	NA	2	1	6	4	3	3	12	12	14	12	14	49		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3C3pE377CvuEwJf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6l1e6Zw73Hk97hz	55	NA	NA	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9nlDlBN9VyPzdid	32	NA	NA	2	NA	NA	NA	NA	2	3	0	19	2	7	5	4	3	2	185	80	6	5	5	2	2	1	NA	2	3	6	2	3	2	7	9	10	7	6	42	12	10	20	NA	NA	NA	12	12	8	3	5	3	3	2	5	175	90	5	5	2	1	2	1	NA	3	2	5	4	5	5	11	11	9	11	9	29		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4Vp2wHBPHdIN4yh	43	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cITRbglUmeP4roF	40	516	480	1	NA	NA	NA	NA	4	1	0	21	8	2	1	5	3	5	170	70	7	5	2	1	1	1	NA	4	1	3	3	4	NA	14	8	9	3	10	44	17	7	19	NA	NA	NA	11	21	8	7	1	6	1	2	2	172	83	6	NA	2	1	1	1	NA	4	1	4	3	3	3	2	13	14	14	4	29		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0rBWnRrTMv7xcsR	23	5	0	1	1	1	2	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6	12	8	23	14	NA	NA	5	3	1	9	3	1	6	190	80	7	7	2	1	2	1	NA	1	1	2	1	1	3	10	13	12	13	13	26		2	NA	NA	8	1	7	23	2	2	2	5	6	3	5	185	85	7	7	4	2	8	1	NA	2	2	4	3	2	4	12	12	12	12	10	16	21	3	3	21
R_8cUsOzQI2atMFgx	30	NA	NA	2	NA	NA	NA	NA	2	1	0	30	6	2	1	8	2	2	176	100	4	2	2	1	2	1	NA	4	3	5	6	1	2	6	14	8	14	8	23	7	11	16	NA	NA	NA	8	19	5	7	1	6	1	2	4	183	120	3	3	3	2	3	1	NA	5	1	4	6	1	2	13	8	14	11	14	69		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0IpuMkP2kbiaBtH	32	96	84	1	NA	NA	NA	NA	4	2	0	19	2	8	5	5	3	4	183	85	5	6	2	1	2	1	NA	3	1	5	4	4	2	14	8	13	13	11	50	8	19	22	NA	NA	NA	18	19	2	7	4	5	2	2	4	185	85	6	6	2	1	6	1	NA	2	2	6	3	4	2	12	13	6	11	12	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0DPpiGkVZ005iKN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2c15jEYr3Na8g61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_40CuToKJ3xLPI0d	20	43	36	1	NA	NA	NA	NA	4	1	0	18	6	2	7	9	4	5	190	100	4	4	4	2	2	1	NA	3	3	3	6	4	4	14	11	14	14	14	43	8	20	24	NA	NA	NA	21	21	6	2	1	9	3	2	5	185	68	7	5	4	2	3	1	NA	2	2	4	1	4	5	14	14	14	14	14	31		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bKlFvGG7S3i4y4l	28	109	106	1	NA	NA	NA	NA	4	1	0	22	2	3	1	8	3	6	178	90	5	6	4	2	8	1	NA	3	1	6	4	3	2	14	13	6	14	5	29	8	17	14	NA	NA	NA	19	20	2	3	1	8	3	2	5	180	95	5	6	2	1	2	1	NA	3	2	5	4	2	5	14	9	9	14	11	66		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_293BxQOZGdYTpCR	29	34	32	1	NA	NA	NA	NA	4	1	0	24	1	5	5	3	3	2	192	100	6	7	2	1	1	1	NA	2	4	6	3	1	3	14	13	12	11	14	35	10	15	18	NA	NA	NA	20	21	1	7	5	5	1	2	4	182	75	6	6	2	1	8	NA	NA	3	1	4	2	3	2	13	14	12	13	10	39		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6uvC9hripe75HYV	41	NA	NA	2	NA	NA	NA	NA	4	1	0	30	1	7	5	9	3	4	180	100	5	6	4	2	5	1	NA	2	1	6	4	3	4	3	6	14	11	6	61	24	12	17	NA	NA	NA	15	20	1	4	4	6	4	NA	1	170	82	4	4	4	2	3	1	NA	3	1	6	4	5	3	13	9	3	10	13	57		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0AHuftux7OtQebz	20	8	0	1	NA	NA	NA	NA	1	1	0	20	5	7	1	8	4	4	172	80	7	4	2	1	2	1	NA	4	1	3	6	2	2	14	10	12	6	5	53	11	17	15	NA	NA	NA	14	13	2	3	1	8	3	NA	5	180	80	6	6	4	2	2	1	NA	3	2	5	4	1	5	6	14	11	7	14	16		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8p5PhV0FB2wBxqd	27	29	12	1	NA	NA	NA	NA	3	2	0	19	8	2	5	2	4	5	175	75	4	6	2	1	2	1	NA	2	4	5	3	5	4	7	8	10	10	6	43	8	17	12	NA	NA	NA	18	19	1	7	7	5	3	2	4	203	97	6	5	4	2	6	1	NA	3	3	4	4	1	2	7	12	11	13	10	41		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_ba5ek7N0JoKdnWl	24	103	23	1	NA	NA	NA	NA	1	1	0	22	6	2	5	6	3	5	182	100	3	6	4	1	2	1	NA	2	2	4	3	1	5	5	7	10	12	3	33	14	7	14	NA	NA	NA	6	13	1	3	5	6	2	2	5	174	75	6	5	4	1	3	1	NA	3	1	4	3	5	4	12	14	14	14	12	47		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2aByihy6am0V8Wh	28	61	21	1	NA	NA	NA	NA	1	1	0	20	3	3	1	9	2	5	167	80	5	3	4	1	2	1	NA	3	1	4	2	5	2	10	8	9	5	10	40	11	14	20	NA	NA	NA	19	20	1	7	5	9	1	2	4	185	95	6	5	3	1	2	1	NA	2	4	5	4	1	3	13	8	13	12	12	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_87jK91YmlpSnD7v	42	30	30	1	NA	NA	NA	NA	2	1	0	21	1	4	1	5	2	3	177	77	6	6	2	1	2	1	NA	1	1	4	3	2	4	5	10	14	6	6	47	9	15	20	NA	NA	NA	15	18	1	2	1	3	2	2	1	177	77	6	6	3	1	3	1	NA	4	2	3	4	2	3	13	12	12	3	6	46		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_38hrW7eXOfZOe2x	24	5	5	1	NA	NA	NA	NA	1	2	0	15	3	3	5	6	4	5	195	90	3	5	4	1	2	1	NA	2	4	6	5	1	2	14	9	5	4	13	62	10	15	27	NA	NA	NA	17	18	5	3	5	6	2	2	5	170	70	6	5	3	2	3	1	NA	3	1	4	2	5	2	11	11	8	4	5	67		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_08GRe2SY8coLuxT	31	12	0	1	NA	NA	NA	NA	2	2	0	31	8	2	5	2	2	5	182	89	6	5	3	2	3	1	NA	2	2	6	4	2	5	14	8	4	8	12	49	10	19	15	NA	NA	NA	10	21	6	3	5	2	3	NA	5	186	93	6	6	4	2	3	1	NA	2	2	6	4	2	5	13	9	6	9	13	55		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6FicwsPWXqlfkzj	30	24	12	1	NA	NA	NA	NA	4	1	0	20	5	2	1	3	4	5	182	60	3	6	2	1	2	1	NA	2	4	1	1	5	1	8	13	11	8	6	18	10	10	26	NA	NA	NA	11	18	2	8	4	9	3	2	4	175	85	3	6	2	1	2	1	NA	3	4	4	5	6	3	14	10	3	11	14	66		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5w101pmS38EbHrn	39	NA	NA	1	NA	NA	NA	NA	2	1	0	16	4	4	5	9	4	6	177	85	4	5	2	1	1	1	NA	3	1	3	1	3	3	14	3	5	7	9	52	23	8	36	NA	NA	NA	4	21	4	3	4	5	3	2	5	175	95	6	5	3	2	1	1	NA	3	2	6	5	4	4	2	5	9	7	3	42		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_81cOeN9dRSi5ubr	25	25	13	1	1	1	2	NA	2	2	NA	NA	8	3	5	9	4	5	170	85	2	5	5	2	2	1	NA	3	4	6	5	4	4	4	9	3	3	8	40	12	16	18	17	11	15	NA	NA	1	6	2	6	2	2	3	180	85	5	6	1	1	1	1	NA	2	2	5	4	2	5	12	12	10	11	8	50		1	0	4	4	1	4	16	1	6	2	5	3	3	5	173	70	3	2	4	2	6	1	NA	3	2	2	2	4	2	4	7	11	8	6	46	17	10	15	9
R_4U4V30wmoS7kbch	33	96	93	1	NA	NA	NA	NA	3	2	0	20	5	7	5	4	3	5	178	80	5	4	2	2	6	1	NA	3	1	4	2	5	1	11	9	8	7	10	50	18	9	18	NA	NA	NA	11	15	1	7	1	6	2	2	2	194	95	4	5	2	2	3	1	NA	3	1	4	3	2	1	10	11	10	10	9	26		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9WtBYpXV0ykjMDr	29	6	6	1	NA	NA	NA	NA	NA	2	0	27	6	2	5	9	3	5	180	90	5	5	4	2	1	1	NA	3	3	6	4	3	1	7	8	10	6	11	53	12	16	19	NA	NA	NA	15	14	5	2	5	9	4	NA	5	187	70	5	4	4	2	3	1	NA	1	2	2	2	2	2	14	12	13	11	13	60		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3guXswlPdRXlsDH	28	12	0	1	NA	NA	NA	NA	2	1	0	26	1	4	1	4	3	4	183	85	4	5	4	2	2	1	NA	4	4	4	6	1	3	12	14	10	13	12	22	8	21	15	NA	NA	NA	18	20	1	8	6	9	3	2	4	178	79	5	5	2	1	8	NA	NA	3	2	4	4	4	5	14	13	13	12	13	34		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1YUIfabqOGdVEON	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3lo2RaVl3DnLXJb	30	85	66	1	NA	NA	NA	NA	4	1	0	25	8	3	7	2	3	6	175	131	7	6	3	2	2	1	NA	NA	2	5	6	3	5	14	6	4	3	14	70	13	10	11	NA	NA	NA	7	16	1	3	7	9	3	2	5	174	91	5	6	3	2	3	1	NA	7	2	6	5	4	2	13	8	12	14	8	61		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8k3QuoNHgQygWb3	41	112	110	1	NA	NA	NA	NA	2	2	0	18	4	7	5	6	3	4	185	70	6	5	4	2	1	1	NA	2	1	3	3	2	1	11	11	12	10	5	44	11	16	22	NA	NA	NA	18	19	1	7	3	6	1	4	4	185	95	3	3	2	1	8	1	NA	4	2	3	5	3	4	7	11	9	6	10	25		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8unO62rRLjkCbJP	33	NA	NA	2	NA	NA	NA	NA	2	4	0	19	4	3	1	5	3	5	176	85	6	2	2	2	2	1	NA	4	4	5	5	4	5	12	9	14	10	8	24	9	18	16	NA	NA	NA	16	16	1	3	5	5	2	2	1	182	78	5	5	3	2	2	1	NA	3	4	4	3	3	4	9	4	7	8	11	59		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cHja9utlG8HbuGV	32	72	35	1	NA	NA	NA	NA	4	1	0	19	7	7	1	5	3	5	180	75	4	5	4	2	1	1	NA	3	1	4	3	2	3	14	11	11	12	12	30	11	21	26	NA	NA	NA	19	19	8	7	1	3	2	2	4	176	75	6	5	4	2	7	2	NA	2	2	4	3	5	3	5	9	14	11	9	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2t6oHkuv2iAsYBL	29	3	0	1	NA	NA	NA	NA	2	1	0	29	7	3	5	5	3	5	183	79	5	4	4	2	3	1	NA	2	1	2	2	1	3	12	12	12	12	10	51	11	13	15	NA	NA	NA	18	18	7	5	5	5	3	2	3	195	75	5	4	2	1	2	1	NA	3	2	1	1	1	3	11	10	11	6	10	45		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3HJJiBmeznvot2R	28	20	16	1	NA	NA	NA	NA	4	1	0	19	5	3	5	6	3	5	172	85	4	6	2	1	2	1	NA	3	2	4	5	4	5	14	10	12	12	13	54	8	24	13	NA	NA	NA	21	21	1	3	5	6	1	2	5	172	80	6	6	4	2	3	1	NA	3	1	4	3	4	2	14	10	12	10	12	33		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
